ZONE,DIST,SDIST,COUNTY,TOTHH,HHPOP,TOTPOP,EMPRES,SFHH,MFHH,HH1,HH2,HH3,HH4,INC1,INC2,INC3,INC4,MHHINC,TACRES,RESACRE,CIACRE,Z2SHARE,TEMP,RETEMP,SEREMP,OTHEMP,AGEMP,MANEMP,WHOEMP,AGE0004,AGE0519,AGE2044,AGE4564,AGE65,AGE0513,AGE1417,AGE1824,ESENR,HSENR,COLLENR,COLLENRF,COLLENRP,TAZ1454
2303,18,18,4,1511,2221,2329,1035,41,1470,1161,239,97,14,10521,33930,52710,122061,17675,96,6,89,0.284,22811,1095,8640,11618,35,1171,251,51,92,940,617,630,0,0,0,0,0,0,0,0,971
2304,18,18,4,4246,7226,7283,4359,427,3819,2325,1102,608,210,11514,32461,54037,94078,27111,206,96,99,0.184,3626,1210,1395,872,0,103,46,312,632,3442,1647,1249,0,0,0,0,0,0,0,0,972
2305,18,18,4,1735,2882,2881,1964,219,1516,641,545,322,227,14655,32969,53039,104822,39378,91,50,30,0.156,5176,734,3915,369,0,11,147,125,134,1374,864,385,0,0,0,0,0,0,0,0,973
2306,18,18,4,3274,5222,5228,3288,661,2613,1470,768,697,339,13534,33813,54496,111015,37137,198,151,45,0.265,2716,848,1423,328,8,44,64,116,253,2196,1345,1318,0,0,0,0,0,0,0,0,974
2307,18,18,4,1362,2659,2659,1592,612,750,529,299,363,171,12643,32170,55870,90614,38259,163,119,30,0.141,1394,264,857,204,7,9,53,112,271,1247,704,324,0,0,0,0,1912,0,0,0,975
2308,18,18,4,3125,6250,6466,3848,804,2321,1743,774,439,170,13310,33243,52253,107428,28788,218,58,63,0.101,1862,323,653,546,0,232,108,305,802,3323,1502,534,0,0,0,0,0,0,0,0,976
2309,18,18,4,2661,6406,6427,2622,1198,1463,1457,621,470,113,13712,32979,54554,144028,31008,268,182,74,0.161,4220,187,2506,743,0,572,212,404,1271,2217,1603,932,0,0,0,0,0,0,0,0,977
2310,18,18,4,1639,4478,5017,1432,416,1223,1269,221,90,60,10643,29823,50252,120672,19454,187,103,83,0.134,1091,127,563,243,0,84,75,400,1190,1659,1174,594,0,0,0,0,0,0,0,0,978
2311,18,18,4,2637,4766,5206,1847,132,2505,2050,358,133,96,10603,31518,56006,110206,19270,207,67,112,0.227,4959,516,3292,989,2,80,81,253,579,2032,1220,1123,0,0,0,0,0,733,640,93,979
2312,18,18,4,844,2187,2193,997,232,612,558,160,64,62,12813,33688,56633,93183,25749,91,63,26,0.095,655,75,211,266,0,84,19,198,529,857,430,178,0,0,0,0,0,0,0,0,980
2313,18,18,4,621,1160,1162,419,50,571,474,95,48,4,8445,33714,52959,219710,16656,71,30,7,0.300,528,77,223,40,0,96,93,59,133,379,251,340,0,0,0,0,0,0,0,0,981
2314,18,18,4,698,1853,1855,572,221,477,538,69,72,18,9642,33896,52243,98812,18859,91,57,15,0.120,651,1,245,305,0,0,100,170,455,594,446,190,0,0,0,0,0,0,0,0,982
2315,18,18,4,1086,2465,2476,779,241,845,790,175,89,32,9359,35065,56812,120992,20595,80,60,9,0.210,175,42,31,88,0,14,1,149,516,758,561,493,0,0,0,0,0,0,0,0,983
2316,18,18,4,169,409,418,213,79,90,54,70,30,15,7906,32479,53433,89599,32989,104,30,53,0.198,1629,62,280,561,0,325,401,34,61,135,112,76,0,0,0,0,0,0,0,0,984
2317,18,18,4,766,1958,1998,515,83,683,627,100,30,9,9214,33222,57387,79339,15237,68,47,15,0.103,459,116,54,136,0,24,130,192,531,630,475,171,0,0,0,0,0,0,0,0,985
2318,18,18,4,680,1842,1853,553,280,400,489,89,97,5,12188,30066,54731,79340,21138,67,41,26,0.133,289,3,62,157,0,8,59,148,511,602,368,224,0,0,0,0,0,0,0,0,986
2319,18,18,4,743,1989,1991,600,366,377,457,102,92,93,11410,34164,52349,139444,35384,75,49,27,0.121,399,48,142,138,0,58,12,166,546,660,404,215,0,0,0,0,0,0,0,0,987
2320,18,18,4,1748,4341,4505,1510,1016,732,1029,347,311,61,10000,33562,52866,114290,26072,1307,65,956,0.106,3886,198,2107,601,9,387,585,339,1034,1666,1070,396,0,0,0,0,0,0,0,0,988
2321,18,18,4,905,2496,2556,731,376,529,606,145,121,33,12470,30932,55418,167901,26647,157,20,137,0.097,1341,58,661,328,0,175,118,251,597,967,530,211,0,0,0,0,650,0,0,0,989
2322,18,18,4,1153,2723,3188,955,439,714,738,272,78,65,11935,32650,52142,113926,25227,115,57,54,0.124,588,20,302,122,0,114,30,246,663,1107,843,330,0,0,0,0,0,0,0,0,990
2323,19,19,4,6882,12088,12165,5976,808,6074,2846,1672,1410,954,12632,33720,54647,111319,40055,729,82,539,0.147,18849,2534,7453,2895,33,3972,1963,435,971,5740,3492,1528,0,0,0,0,266,0,0,0,991
2324,19,19,4,1087,2459,2462,1184,565,522,644,207,173,62,12617,31467,52153,86810,26845,102,72,29,0.171,292,64,81,79,0,31,37,137,390,855,708,370,0,0,0,0,0,0,0,0,992
2325,19,19,4,1593,3505,3665,1589,748,845,854,318,259,161,11690,32126,52897,98531,31219,165,95,67,0.168,831,209,194,53,3,247,125,181,606,1310,1025,542,0,0,0,0,0,0,0,0,993
2326,19,19,4,1140,2729,2729,965,611,529,569,356,151,64,10583,32991,53489,107636,28722,75,59,16,0.158,193,58,96,12,0,19,7,159,485,1034,665,387,0,0,0,0,0,0,0,0,994
2327,19,19,4,1460,3676,3819,1782,434,1026,817,349,180,114,12448,33869,52871,101116,29465,120,94,26,0.114,657,198,338,29,0,68,24,261,714,1628,840,376,0,0,0,0,0,0,0,0,995
2328,19,19,4,1786,4120,4292,2071,878,908,1001,355,317,113,11374,32132,53375,95409,28326,202,134,61,0.207,864,64,552,49,0,116,83,219,692,1477,1081,823,0,0,0,0,0,0,0,0,996
2329,19,19,4,739,1680,1686,930,357,382,298,208,148,85,12920,33247,54674,96590,36569,78,60,16,0.182,205,108,26,4,0,6,61,61,273,649,423,280,0,0,0,0,0,0,0,0,997
2330,19,19,4,2628,5247,5289,3508,1350,1278,857,536,619,616,12369,34230,54236,122650,52586,265,194,37,0.144,1941,578,849,344,6,57,107,272,412,2430,1530,645,0,0,0,0,0,0,0,0,998
2331,19,19,4,860,1916,1987,1240,531,329,172,138,258,292,14841,30957,56616,140937,72781,161,113,25,0.164,4718,1745,2068,439,0,427,39,87,165,774,693,268,0,0,0,0,0,0,0,0,999
2332,19,19,4,1785,3690,3692,2330,876,909,479,486,469,351,13375,34293,54287,112624,49344,171,125,37,0.131,1317,345,567,200,0,35,170,169,314,1792,1011,406,0,0,0,0,0,0,0,0,1000
2333,19,19,4,1581,3404,3530,1994,708,873,728,337,321,195,11924,33681,56112,101260,36626,133,119,8,0.154,769,272,259,169,0,30,38,162,402,1632,845,489,0,0,0,0,0,0,0,0,1001
2334,19,19,4,902,1948,2067,1256,359,543,369,210,218,105,12050,33314,56662,101332,38165,93,40,44,0.134,640,97,497,33,1,10,3,78,261,907,589,232,0,0,0,0,0,0,0,0,1002
2335,19,19,4,883,1775,1791,1113,313,570,314,153,203,213,12243,33941,52597,135967,55177,77,55,22,0.137,2743,410,2128,141,2,47,15,64,185,811,528,203,0,0,0,0,0,0,0,0,1003
2336,19,19,4,1225,2878,2878,1694,933,292,204,194,213,614,13731,32778,55252,147727,91196,258,246,9,0.218,716,398,172,121,2,24,0,120,366,721,1138,533,0,0,0,0,0,0,0,0,1004
2337,19,19,4,1345,3011,3013,1625,1285,60,179,129,210,828,14908,33871,55570,158584,111572,1667,482,574,0.251,2944,138,2477,292,6,22,9,111,224,723,1314,641,0,0,0,0,0,0,0,0,1005
2338,19,19,4,1422,3070,3723,1496,485,937,490,193,235,503,10412,33623,55269,154337,71888,193,155,38,0.173,507,291,169,31,1,4,11,78,756,1446,845,597,0,0,0,0,0,0,0,0,1006
2339,19,19,4,1279,2888,4822,2091,228,1051,827,202,81,170,9716,33273,51778,118637,30564,90,68,22,0.041,362,7,335,18,1,0,0,88,856,3279,430,168,0,0,0,0,0,274,274,0,1007
2340,19,19,4,1783,3359,9696,2838,58,1725,1513,157,90,23,8687,32819,51924,100875,14141,103,64,41,0.021,6599,1615,4733,144,2,60,46,44,2901,6095,488,166,0,0,0,0,0,0,0,0,1008
2341,19,19,4,2542,5650,5723,2881,331,2211,1801,372,237,132,9678,33829,53068,97985,21858,99,80,19,0.058,809,173,466,164,0,1,5,91,554,3998,809,270,0,0,0,0,0,73,27,45,1009
2342,19,19,4,1252,2727,2743,1646,567,685,440,259,292,260,12157,33378,52764,113431,47212,128,94,33,0.117,1416,301,815,288,0,2,10,97,302,1269,823,252,0,0,0,0,0,0,0,0,1010
2343,19,19,4,1609,3164,3274,1688,582,1027,836,397,210,167,10361,32656,54431,103800,31351,153,79,69,0.195,2908,866,1744,202,3,33,60,98,353,1397,838,588,0,0,0,0,0,0,0,0,1011
2344,19,19,4,2036,4664,4790,2408,952,1084,971,453,380,233,11877,32982,52751,106126,35030,182,151,31,0.141,708,19,533,133,0,23,0,252,712,1995,1244,588,0,0,0,0,0,0,0,0,1012
2345,19,19,4,1630,3672,3671,1609,1077,553,826,390,306,108,11681,33423,53955,101642,30830,176,90,67,0.219,375,30,303,18,0,5,19,200,534,1247,939,750,0,0,0,0,0,0,0,0,1013
2346,19,19,4,919,1989,2365,985,440,479,451,197,179,93,11682,33216,55507,89359,32557,1042,8,487,0.114,18293,2315,7819,2386,43,4375,1354,132,335,993,695,210,0,0,0,0,0,0,0,0,1014
2347,19,19,4,1062,2671,2740,1284,386,676,580,253,146,83,12164,34907,53994,115761,31411,114,50,64,0.121,775,236,290,142,0,66,41,182,488,1078,716,276,0,0,0,0,0,0,0,0,1015
2348,19,19,4,1874,3850,3880,2026,986,888,941,392,397,144,12851,32715,55496,105233,33204,184,153,30,0.188,1307,548,622,79,0,58,0,190,487,1465,1079,658,0,0,0,0,0,0,0,0,1016
2349,19,19,4,2185,4496,4646,2918,957,1228,841,568,444,331,13446,32575,55911,104208,40871,175,162,13,0.152,2365,255,775,1134,1,156,44,203,459,2048,1332,604,0,0,0,0,0,0,0,0,1017
2350,19,19,4,3329,6498,6832,2415,42,3287,2508,378,330,114,9817,32942,52969,109499,20182,134,57,78,0.096,13729,3343,6922,3106,23,194,141,61,554,4408,1238,572,0,0,0,0,3217,3443,573,2870,1018
2351,19,19,4,13,38,1357,112,6,6,13,0,0,0,13925,0,0,0,13925,419,13,405,0.002,43340,3050,36441,2592,8,1221,27,0,658,674,28,0,0,0,0,0,0,30737,28112,2625,1019
2352,19,19,4,1598,2987,4764,2088,286,1312,942,212,267,176,9958,33350,56017,115960,32431,116,91,25,0.084,1371,219,716,424,0,11,1,89,593,2824,929,329,0,0,0,0,0,1047,765,282,1020
2353,19,19,4,2318,4436,4442,2451,221,2097,1304,414,406,194,11318,33199,52653,101962,30056,115,49,65,0.096,3598,859,1654,1045,5,1,33,69,339,2724,951,358,0,0,0,0,0,0,0,0,1021
2354,19,19,4,1618,3300,3301,2034,679,939,603,455,291,269,12801,33836,55070,105584,41769,136,79,24,0.127,535,158,222,103,0,49,3,137,358,1501,964,342,0,0,0,0,0,0,0,0,1022
2355,19,19,4,1530,3087,3153,1839,777,753,676,322,343,190,12669,33369,55824,107879,38439,167,105,59,0.141,1340,543,112,114,0,4,568,133,343,1351,957,370,0,0,0,0,0,0,0,0,1023
2356,19,19,4,1224,2954,2955,1438,648,576,565,350,218,91,12833,33871,52956,115128,33701,136,80,48,0.161,776,248,239,185,0,82,21,166,411,1167,793,419,0,0,0,0,0,0,0,0,1024
2357,19,19,4,1674,3598,3603,2017,1200,474,537,381,447,309,12962,33300,54704,111256,46886,210,157,45,0.175,986,255,400,85,6,117,124,168,413,1223,1272,527,0,0,0,0,611,0,0,0,1025
2358,19,19,4,903,2051,2051,1273,698,205,229,238,218,218,14889,33237,56314,115848,54219,133,104,29,0.174,677,311,186,134,30,12,2,117,250,684,700,301,0,0,0,0,0,0,0,0,1026
2359,19,19,4,1540,3089,3136,1787,544,996,545,328,317,351,13374,34445,55179,115484,49771,144,113,25,0.173,1580,877,339,344,0,11,10,100,274,1362,926,473,0,0,0,0,0,0,0,0,1027
2360,19,19,4,1615,3614,3623,2004,1297,318,295,261,317,742,12416,34542,54625,135827,81010,349,313,27,0.262,484,0,425,54,6,0,0,126,311,924,1429,833,0,0,0,0,0,0,0,0,1028
2361,19,19,4,1544,3599,3623,2162,1454,90,275,144,374,751,13772,34472,54881,140480,87401,389,358,9,0.243,341,26,197,104,1,7,5,144,378,883,1458,760,0,0,0,0,0,148,127,21,1029
2362,19,19,4,865,2050,2050,1194,840,25,85,133,172,475,15445,32343,55031,130242,88798,182,178,4,0.247,329,62,115,148,0,3,0,96,224,432,865,433,0,0,0,0,0,0,0,0,1030
2363,19,19,4,1484,3618,3618,1997,1475,9,111,200,232,941,15234,34401,55871,157892,114603,313,302,5,0.240,566,130,208,164,20,33,12,159,471,710,1543,734,0,0,0,0,0,0,0,0,1031
2364,19,19,4,664,1598,1599,888,608,56,41,55,197,372,13983,35195,54839,154246,106387,115,111,3,0.227,419,217,122,66,0,14,0,65,191,394,641,307,0,0,0,0,0,0,0,0,1032
2365,19,19,4,1682,3874,3875,2210,1498,184,316,225,374,767,15425,34212,56649,129791,79284,247,216,31,0.217,1739,1056,311,315,9,36,12,188,461,948,1574,705,0,0,0,0,0,0,0,0,1033
2366,19,19,4,1315,3362,3373,1710,1185,130,277,241,423,374,15026,34667,54695,111356,58803,196,181,13,0.190,771,120,356,264,18,4,10,181,598,808,1248,538,0,0,0,0,0,0,0,0,1034
2367,19,19,4,912,2424,2424,1232,772,140,217,202,276,218,15314,33850,56474,104405,53184,128,95,19,0.173,646,196,396,32,0,19,3,117,445,646,869,347,0,0,0,0,860,0,0,0,1035
2368,19,19,4,1264,3010,3016,1508,673,591,397,354,323,190,14128,33363,53585,101728,42767,110,59,50,0.186,650,213,293,121,0,4,19,124,458,1088,843,502,0,0,0,0,0,0,0,0,1036
2369,19,19,4,969,2393,2392,1302,618,351,264,314,267,124,13167,34123,54865,93489,41810,94,56,38,0.170,589,100,349,77,0,3,60,122,401,791,725,353,0,0,0,0,0,0,0,0,1037
2370,19,19,4,1138,3215,3255,798,54,1084,783,218,131,6,13410,33831,52736,79340,22269,216,71,43,0.013,1182,38,794,255,1,72,22,563,535,1992,134,30,0,0,0,0,0,0,0,0,1038
2371,19,19,4,2067,4743,4764,2496,700,1367,717,436,556,357,14092,33298,55258,108804,45578,339,94,16,0.175,1207,372,340,233,6,220,36,174,632,1818,1408,733,0,0,0,0,0,0,0,0,1039
2372,20,20,5,750,1602,1603,870,177,573,364,234,125,27,12874,32577,52558,91309,28483,60,30,11,0.174,287,175,59,33,1,13,6,66,133,754,394,256,0,0,0,0,0,0,0,0,1040
2373,20,20,5,999,2297,2298,1205,628,371,376,287,217,119,14430,32710,54717,95959,38180,161,63,59,0.240,1143,671,347,104,5,10,5,92,222,848,614,522,0,0,0,0,0,0,0,0,1041
2374,20,20,5,762,1689,1701,841,757,5,216,128,240,178,13348,33881,56554,109086,52731,146,82,25,0.314,583,19,544,15,4,0,1,56,163,390,596,495,0,0,0,0,1422,0,0,0,1042
2375,20,20,5,1100,2598,2597,1354,1066,34,229,187,274,410,15574,34986,55480,138612,74654,349,174,39,0.306,434,177,208,40,9,0,0,103,272,572,914,735,0,0,0,0,0,0,0,0,1043
2376,20,20,5,1038,2347,2346,1227,1011,27,115,143,285,496,15818,34697,57602,138768,88787,213,143,4,0.318,299,43,108,104,0,44,0,89,245,534,777,701,0,0,0,0,0,0,0,0,1044
2377,20,20,5,1131,2734,2733,1222,1107,24,209,240,207,475,15800,35347,57749,134489,77579,586,242,49,0.372,440,38,184,134,10,2,72,67,274,563,857,972,0,0,0,0,0,0,0,0,1045
2378,20,20,5,913,2203,2205,1226,884,29,215,209,223,267,13984,32784,56190,110461,56838,235,156,12,0.337,244,11,186,37,11,0,0,80,202,524,692,706,0,0,0,0,0,0,0,0,1046
2379,20,20,5,1212,2691,2708,1301,869,343,379,343,336,154,13683,33384,53717,101036,41446,199,95,39,0.312,951,226,376,347,1,0,0,111,290,773,714,819,0,0,0,0,0,0,0,0,1047
2380,20,20,5,1139,2566,2576,1367,704,435,421,372,218,128,15103,33731,53957,91095,37179,167,90,20,0.226,441,85,296,38,5,9,9,104,269,957,701,545,0,0,0,0,0,0,0,0,1048
2381,20,20,5,2051,4625,4629,2681,1506,545,754,588,517,191,14324,33139,53619,112338,38761,326,169,26,0.225,1302,348,543,279,7,61,65,189,525,1609,1347,959,0,0,0,0,0,0,0,0,1049
2382,20,20,5,2671,7319,7355,3125,1399,1272,1426,602,496,147,12070,34246,55855,98512,30021,485,221,94,0.171,968,15,314,307,1,289,42,466,1688,2269,1771,1161,0,0,0,0,1090,0,0,0,1050
2383,20,20,5,1435,3325,3330,1835,519,916,568,305,404,158,12041,34079,52134,106206,38463,250,79,91,0.257,1722,736,522,319,21,120,5,153,363,1259,712,842,0,0,0,0,0,0,0,0,1051
2384,20,20,5,555,1296,1297,647,555,0,102,115,167,170,13614,32314,54461,117311,61752,158,82,25,0.351,55,0,44,10,0,0,0,39,137,314,368,439,0,0,0,0,0,0,0,0,1052
2385,20,20,5,1614,3895,3897,1873,1555,59,340,427,364,483,13911,33108,54164,104179,55077,391,202,17,0.306,402,13,197,129,3,59,1,137,428,930,1286,1116,0,0,0,0,0,0,0,0,1053
2386,20,20,5,1126,2853,2860,1471,994,132,308,344,288,187,12913,32305,52953,98876,43358,243,118,24,0.226,403,116,129,140,0,14,3,168,395,815,893,589,0,0,0,0,0,0,0,0,1054
2387,20,20,5,1925,5449,5453,2642,1513,412,702,609,445,168,13933,33179,53154,93014,36093,324,189,24,0.168,730,106,370,251,0,2,1,327,946,1840,1526,813,0,0,0,0,0,0,0,0,1055
2388,20,20,5,1773,4681,4701,1938,1103,670,862,576,240,95,13248,32101,55089,88031,29018,242,124,42,0.211,1230,115,523,565,5,7,16,300,764,1492,1215,930,0,0,0,0,0,0,0,0,1056
2389,20,20,5,4441,17664,17683,5644,2599,1842,2476,1346,454,165,12353,33283,52135,88013,25517,159,78,18,0.079,290,17,58,184,0,11,20,2057,4491,7025,2922,1188,0,0,0,0,0,0,0,0,1057
2390,20,20,5,1998,6113,6310,2217,1282,716,1015,578,328,77,12353,33743,53917,105639,28975,476,179,108,0.157,1726,326,933,371,51,17,27,484,1427,2063,1426,910,0,0,0,0,0,0,0,0,1058
2391,20,20,5,2617,5725,5729,3264,1010,1607,822,563,749,483,11444,34092,55281,109708,46981,3333,177,764,0.104,8802,2055,2173,2812,26,1240,496,408,867,2516,1463,475,0,0,0,0,0,0,0,0,1059
2392,20,20,5,1908,6496,6515,1973,1362,546,1245,415,177,70,11687,31752,53227,136889,24397,420,148,112,0.172,1536,50,794,374,0,287,31,557,1531,2012,1350,1065,0,0,0,0,0,0,0,0,1060
2393,20,20,5,2221,7043,7228,2783,997,1224,1310,515,353,43,11440,33361,52021,125403,25256,318,142,81,0.101,1812,81,924,611,0,102,94,745,1749,2756,1336,642,0,0,0,0,0,0,0,0,1061
2394,20,20,5,1825,3502,3504,2042,879,946,464,496,492,373,11122,33145,55554,118494,51020,9761,113,2635,0.232,5098,158,1535,1267,33,1532,574,106,249,999,1461,690,0,0,0,0,0,0,0,0,1062
2395,20,20,5,1921,6429,6435,2093,1164,757,1320,319,220,62,11394,31575,54667,116117,23134,301,127,57,0.136,2998,41,650,2131,2,153,21,567,1716,2162,1164,826,0,0,0,0,0,0,0,0,1063
2396,20,20,5,1101,4348,4348,1454,741,360,551,308,169,73,12496,32561,52776,112151,31061,207,99,24,0.128,539,47,353,89,0,25,25,321,1021,1561,951,494,0,0,0,0,0,0,0,0,1064
2397,20,20,5,2284,7481,7505,2972,1939,345,950,586,574,175,14480,34297,54569,103229,36511,388,215,55,0.169,952,130,478,340,1,1,2,484,1562,2529,1755,1174,0,0,0,0,534,0,0,0,1065
2398,20,20,5,2333,5966,5986,2346,695,1638,1404,469,355,106,11719,31958,55870,99199,26448,401,126,93,0.235,4206,1137,2423,566,3,63,13,390,990,1932,1301,1373,0,0,0,0,0,0,0,0,1066
2399,20,20,5,2237,8892,8930,2757,1443,794,1094,615,426,102,12470,33722,54881,117264,31141,356,176,66,0.097,725,135,413,101,1,52,23,862,2311,3438,1549,770,0,0,0,0,1672,0,0,0,1067
2400,20,20,5,1602,5850,5969,1563,961,641,1131,302,126,42,11201,32314,55237,82041,20544,3921,123,678,0.108,1379,123,485,434,54,189,94,608,1720,2035,1019,587,0,0,0,0,0,0,0,0,1068
2401,20,20,5,3891,10091,10101,3404,1596,2295,1324,1335,824,408,13151,32471,54995,88482,36582,7997,429,831,0.115,8817,1583,2658,3652,61,760,103,494,1327,4943,2349,989,0,0,0,0,0,0,0,0,1069
2402,20,20,5,1262,4461,4468,1870,979,283,551,311,224,177,11764,35094,53462,93426,36471,245,152,23,0.139,555,110,322,82,1,30,9,290,1076,1500,1046,556,0,0,0,0,0,0,0,0,1070
2403,20,20,5,1709,6083,6083,2304,1215,494,699,499,416,94,13180,34046,52792,117540,34777,267,156,47,0.111,382,74,221,58,1,21,6,512,1476,2250,1253,592,0,0,0,0,0,0,0,0,1071
2404,20,20,5,1554,5319,5322,1703,1017,537,776,372,330,77,12975,32170,52770,107094,30730,329,121,124,0.133,1556,293,927,323,0,4,10,436,1251,1881,1112,642,0,0,0,0,231,6922,1874,5048,1072
2405,20,20,5,2001,5329,5346,2377,1278,723,827,526,474,174,13227,33135,53829,95405,35233,429,211,83,0.184,544,46,412,74,0,8,4,264,901,1842,1447,893,0,0,0,0,0,0,0,0,1073
2406,20,20,5,2574,6901,6921,3391,2000,574,775,699,802,297,13906,32438,55814,103069,42337,1081,491,185,0.170,3382,569,2138,653,21,1,0,351,1238,2140,2183,1010,0,0,0,0,0,0,0,0,1074
2407,20,20,5,1021,2630,2633,1376,678,343,388,303,238,92,14090,33914,57059,93551,37175,372,134,60,0.151,939,241,554,120,2,14,7,148,463,922,760,341,0,0,0,0,0,0,0,0,1075
2408,20,20,5,1169,2777,2776,1497,1119,50,357,321,267,224,15696,34890,54736,112802,48507,331,181,36,0.218,614,30,500,74,2,4,6,112,359,785,988,531,0,0,0,0,0,0,0,0,1076
2409,20,20,5,1838,4792,4794,2405,1354,484,722,405,387,324,14706,31996,52373,93175,40334,3869,398,84,0.186,551,101,184,230,0,17,19,262,809,1552,1372,800,0,0,0,0,0,0,0,0,1077
2410,20,20,5,1642,4328,4349,2205,1093,549,591,442,424,184,13052,33718,54275,119807,41223,550,345,93,0.216,638,123,341,169,4,2,0,236,752,1294,1197,871,0,0,0,0,0,0,0,0,1078
2411,20,20,5,3169,8868,8907,4542,3009,160,634,587,1077,871,14701,33761,56384,110579,58733,2535,892,299,0.222,1363,260,814,263,15,9,2,341,1478,2247,3093,1748,0,0,0,0,3789,0,0,0,1079
2412,20,20,5,1838,5632,5648,2568,1529,309,475,596,557,210,13565,33557,56153,99542,42788,476,285,53,0.176,460,178,221,57,3,1,0,311,1079,1807,1556,894,0,0,0,0,0,0,0,0,1080
2413,20,20,5,1468,4854,4868,1956,1208,260,538,365,382,184,13390,33834,53075,91376,38574,487,149,23,0.178,247,50,157,38,0,1,1,271,1038,1494,1273,792,0,0,0,0,0,0,0,0,1081
2414,20,20,5,1887,5354,5370,2461,1365,522,479,573,609,226,14052,33962,53534,95572,42564,509,259,80,0.180,1232,468,670,78,7,7,2,280,986,1735,1501,869,0,0,0,0,0,0,0,0,1082
2415,20,20,5,5425,15414,15417,5588,3790,1635,1394,1633,1461,936,13562,33493,54009,95754,44716,13462,644,134,0.163,5144,944,2347,1111,0,416,326,902,2768,5144,4408,2196,0,0,0,0,0,0,0,0,1083
2416,20,20,5,2286,6235,6266,3306,2156,130,396,467,803,619,14853,35020,55914,103181,57326,2464,627,51,0.198,623,272,190,133,1,18,9,248,1168,1593,2185,1073,0,0,0,0,0,0,0,0,1084
2417,20,20,5,1401,4482,4491,2587,1400,1,188,137,578,498,18039,31768,56249,106457,66641,679,352,22,0.127,591,114,309,167,0,2,0,193,1015,1298,1557,428,0,0,0,0,0,0,0,0,1085
2418,20,20,5,2108,6049,6048,3166,1777,331,373,470,809,457,16161,33807,55134,100394,53290,950,515,82,0.159,1245,140,288,379,0,429,9,295,1153,1805,1996,800,0,0,0,0,0,0,0,0,1086
2419,20,20,5,2285,6387,6397,3578,2039,246,233,439,766,847,14786,33943,56177,113928,69160,27663,1198,159,0.146,584,33,91,301,12,119,27,308,1210,1883,2258,738,0,0,0,0,0,0,0,0,1087
2420,20,20,5,1146,3721,3751,2152,1064,82,166,185,479,316,16405,33310,53989,96526,56972,3913,351,111,0.128,447,32,69,202,0,40,105,197,837,1108,1236,372,0,0,0,0,0,0,0,0,1088
2421,20,20,5,2000,5564,5577,2415,1423,577,873,482,440,205,13459,33189,54495,92605,35406,1767,223,656,0.197,916,89,133,326,0,279,89,395,1104,1667,1382,1028,0,0,0,0,0,0,0,0,1089
2422,20,20,5,1498,3163,3163,1797,1104,394,590,344,322,242,13688,33064,54858,98959,40844,3364,305,63,0.231,1543,98,46,186,0,1097,116,108,403,910,1091,651,0,0,0,0,684,0,0,0,1090
2423,21,21,5,1485,3267,3268,1785,1047,438,599,414,318,154,12949,32914,54578,88002,35260,3240,261,196,0.243,1725,282,664,768,0,8,4,148,431,1005,941,743,0,0,0,0,1181,0,0,0,1091
2424,21,21,5,489,895,949,425,160,329,308,140,36,6,11947,35525,54288,79325,22432,723,22,47,0.092,6471,1004,1671,3597,3,112,83,31,95,535,220,68,0,0,0,0,0,0,0,0,1092
2425,21,21,5,1017,2055,2186,1144,602,415,446,304,205,62,12610,32744,54200,113118,33093,395,66,26,0.185,2469,571,941,705,0,98,154,103,291,821,604,366,0,0,0,0,0,0,0,0,1093
2426,21,21,5,2993,7358,7389,4055,2506,487,772,798,944,479,13502,33325,54235,96436,45018,768,415,112,0.162,3704,172,706,1730,3,747,346,385,1326,2587,2038,1052,0,0,0,0,0,0,0,0,1094
2427,21,21,5,1200,3619,3620,1529,1040,160,457,342,339,62,14123,33519,55772,91794,35486,4241,316,556,0.148,3371,278,441,1241,3,1219,189,213,699,1250,996,462,0,0,0,0,0,0,0,0,1095
2428,21,21,5,3436,8788,8854,4850,2644,792,846,780,990,820,13844,34213,56287,103765,52166,2107,648,573,0.107,4075,366,1194,1461,67,580,407,526,1469,3509,2635,715,0,0,0,0,0,0,0,0,1096
2429,21,21,5,1108,3177,3253,1801,1090,18,167,215,497,229,13655,34910,54468,106783,55300,11096,260,931,0.082,9877,1147,1924,4131,11,2107,557,272,595,1369,825,192,0,0,0,0,0,472,472,0,1097
2430,21,21,5,5907,19853,19853,6893,4079,1828,775,1388,2276,1469,18422,33929,55461,90313,54226,7517,772,5426,0.076,1590,325,283,939,6,25,11,1821,3900,8731,4257,1144,0,0,0,0,0,0,0,0,1098
2431,21,21,5,2863,7783,7794,4060,2233,630,556,799,777,731,13998,34980,55827,107100,54987,988,618,222,0.164,1004,182,523,276,12,3,8,418,1462,2446,2369,1100,0,0,0,0,0,0,0,0,1099
2432,21,21,5,3008,7774,7785,4443,2742,266,404,486,871,1247,12970,33940,56298,127036,76146,2632,831,21,0.139,2260,543,1072,409,5,231,0,510,1312,2395,2725,843,0,0,0,0,0,0,0,0,1100
